Broad Emotion,Emotion,Synonyms,Definitions
Sadness,Discouraged,"demoralised, discourage, admonish, monish, warn, demoralized, discouraged, disheartened, deter",try to prevent; show opposition to; deprive of courage or hope; take away hope from; cause to feel discouraged; admonish or counsel in terms of someone's behavior; made less hopeful or enthusiastic; lacking in resolution
Sadness,Dismal,"drear, dark, disconsolate, drab, blue, gloomy, sorry, dingy, dreary, dismal, grim",causing dejection
Sadness,Doleful,"doleful, mournful",filled with or evoking sadness
Sadness,Down,"down in the mouth, downward, toss off, John L. H. Down, depressed, blue, down feather, downcast, grim, devour, downwardly, low-spirited, pop, downwards, down, polish, consume, down pat, bolt down, shoot down, kill, mastered, belt down, refine, cut down, fine-tune, pile, low, Down, dispirited, drink down, land, downhearted, pour down, pull down, go through, gloomy, push down, knock down",soft fine feathers; (American football) a complete play to advance the football; English physician who first described Down's syndrome (1828-1896); (usually plural) a rolling treeless highland with little soil; fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs); drink down entirely; eat immoderately; bring down or defeat (an opponent); shoot at and force to come down; cause to come or go down; improve or perfect by pruning or polishing; being or moving lower in position or less in some value; extending or moving from a higher to a lower place; becoming progressively lower; being put out by a strikeout; understood perfectly; lower than previously; shut; not functioning (temporarily or permanently); filled with melancholy and despondency; spatially or metaphorically from a higher to a lower level or position; away from a more central or a more northerly place; paid in cash at time of purchase; from an earlier time; to a lower intensity; in an inactive or inoperative state
Sadness,Downcast,"down in the mouth, dispirited, low-spirited, downhearted, down, depressed, gloomy, downcast, blue, grim, low",a ventilation shaft through which air enters a mine; directed downward; filled with melancholy and despondency
Sadness,Excluded,"take out, exclude, shut, debar, leave off, eject, omit, turn out, shut out, bar, boot out, turf out, leave out, chuck out, keep out, except",prevent from being included or considered or accepted; prevent from entering; shut out; lack or fail to include; prevent from entering; keep out; put out or expel from a place
Sadness,Forlorn,forlorn,marked by or showing hopelessness
Sadness,Gloomy,"down in the mouth, depressed, blue, downcast, drab, dingy, grim, dark, low-spirited, down, dreary, dismal, disconsolate, sorry, glooming, drear, sulky, low, dispirited, downhearted, gloomful, gloomy",depressingly dark; filled with melancholy and despondency; causing dejection
Sadness,Grief,"heartache, brokenheartedness, grief, sorrow, heartbreak",intense sorrow caused by loss of a loved one (especially by death); something that causes great unhappiness
Sadness,Heartbroken,"heartsick, heartbroken, brokenhearted",full of sorrow
Sadness,Homesick,homesick,longing to return home
Sadness,Hopeless,hopeless,without hope because there seems to be no possibility of comfort or success; of a person unable to do something skillfully; certain to fail; (informal to emphasize how bad it is) beyond hope of management or reform
Sadness,Hurt,"wound, injure, suffer, bruise, ache, hurt, trauma, scathe, anguish, wounded, weakened, injury, detriment, harm, spite, smart, distress, damage, suffering, pain, offend",any physical damage to the body caused by violence or accident or fracture etc.; psychological suffering; feelings of mental or physical pain; a damage or loss; the act of damaging something or someone; be the source of pain; give trouble or pain to; cause emotional anguish or make miserable; cause damage or affect negatively; hurt the feelings of; feel physical pain; feel pain or be in pain; suffering from physical injury especially that suffered in battle; damaged inanimate objects or their value
Sadness,Lonely,"lonesome, solitary, unfrequented, lonely, lone, alone",lacking companions or companionship; marked by dejection from being alone; characterized by or preferring solitude; devoid of creatures
Sadness,Longing,"yearning, hungriness, hanker, yearn, longing, long",prolonged unfulfilled desire or need; desire strongly or persistently
Sadness,Melancholy,"melancholy, sombre, black bile, melancholic, somber",a feeling of thoughtful sadness; a constitutional tendency to be gloomy and depressed; a humor that was once believed to be secreted by the kidneys or spleen and to cause sadness and melancholy; characterized by or causing or expressing sadness; grave or even gloomy in character
Sadness,Mournful,"plaintive, doleful, mournful",expressing sorrow; filled with or evoking sadness
Sadness,Pained,"ail, trouble, anguish, pain, offended, pained, hurt",cause bodily suffering to and make sick or indisposed; cause emotional anguish or make miserable; hurt or upset
Sadness,Pessimistic,pessimistic,expecting the worst possible outcome
Sadness,Remorseful,"remorseful, contrite, ruthful, rueful",feeling or expressing pain or sorrow for sins or offenses
Sadness,Sick,"be sick, grisly, retch, vomit up, throw up, mad, spue, ill, chuck, grim, honk, sick, brainsick, unbalanced, nauseous, disgorge, crazy, demented, tired of, pale, macabre, cast, regorge, purge, vomit, gruesome, sickish, unhinged, nauseated, disturbed, fed up, ghastly, wan, regurgitate, queasy, sick of, disgusted, cat, puke, barf, pallid, spew, upchuck",people who are sick; eject the contents of the stomach through the mouth; affected by an impairment of normal physical or mental function; feeling nausea; feeling about to vomit; affected with madness or insanity; having a strong distaste from surfeit; (of light) lacking in intensity or brightness; dim or feeble; deeply affected by a strong feeling; shockingly repellent; inspiring horror
Sadness,Somber,"melancholy, sombre, sober, drab, somber",lacking brightness or color; dull; grave or even gloomy in character
Sadness,Sorrowful,sorrowful,experiencing or marked by or expressing sorrow especially that associated with irreparable loss; ; ; 
Sadness,Teary,"teary, watery-eyed, teary-eyed",with eyes full of tears
Sadness,Troubled,"disquiet, disruptive, ail, turbulent, distract, upset, riotous, perturb, trouble, troubled, bother, inconvenience oneself, inconvenience, tumultuous, disorder, disturb, disoblige, put out, cark, unhinge, incommode, trouble oneself, pain, discommode",move deeply; to cause inconvenience or discomfort to; disturb in mind or make uneasy or cause to be worried or alarmed; take the trouble to do something; concern oneself; cause bodily suffering to and make sick or indisposed; characterized by or indicative of distress or affliction or danger or need; characterized by unrest or disorder or insubordination
Sadness,Unhappy,"infelicitous, distressed, unhappy, dysphoric",experiencing or marked by or causing sadness or sorrow or discontent; generalized feeling of distress; causing discomfort; marked by or producing unhappiness; 
Sadness,Upset,"confused, disquieted, disordered, tump over, discomfit, disconcert, upset, bowl over, tip over, worried, trouble, perturbation, turn over, swage, overturn, knock over, discompose, disorder, turnover, disturb, disturbance, disturbed, upturned, untune, overturned, broken, overthrow, distressed, derangement",an unhappy and worried mental state; the act of disturbing the mind or body; a physical condition in which there is a disturbance of normal functioning; a tool used to thicken or spread metal (the end of a bar or a rivet etc.) by forging or hammering or swaging; the act of upsetting something; an improbable and unexpected victory; disturb the balance or stability of; cause to lose one's composure; move deeply; cause to overturn from an upright or normal position; form metals with a swage; defeat suddenly and unexpectedly; afflicted with or marked by anxious uneasiness or trouble or grief; thrown into a state of disarray or confusion; used of an unexpected defeat of a team favored to win; mildly physically distressed; having been turned so that the bottom is no longer the bottom
Sadness,Weary,"tire out, wear, jade, fatigue, fag out, wear down, fag, outwear, wear out, pall, weary, wear upon, tire, aweary",exhaust or get tired through overuse or great strain or stress; lose interest or become bored with something or somebody; physically and mentally fatigued
Sadness,Wistful,"wistful, pensive",showing pensive sadness
Sadness,Woe,"woefulness, woe, suffering",misery resulting from affliction; intense mournfulness
Sadness,Wretched,"unworthy, execrable, misfortunate, vile, deplorable, worthless, pitiful, pitiable, pathetic, despicable, wretched, ugly, poor, piteous, suffering, miserable, slimy, woeful, hapless",of very poor quality or condition; characterized by physical misery; very unhappy; full of misery; morally reprehensible; deserving or inciting pity; ; 
Sadness,Yearning,"languish, yearning, hungriness, hanker, ache, yearn, longing, long, yen, pine",prolonged unfulfilled desire or need; desire strongly or persistently; have a desire for something or someone who is not present; have affection for; feel tenderness for
Unkind,Crafty,"knavish, dodgy, slick, sly, guileful, wily, tricksy, cunning, tricky, crafty, foxy",marked by skill in deception
Unkind,Cruel,"savage, brutal, vicious, barbarous, cruel, fell, roughshod",(of persons or their actions) able or disposed to inflict pain or suffering
Unkind,Derisive,"derisive, gibelike, taunting, mocking, jeering",abusing vocally; expressing contempt or ridicule
Unkind,Greedy,"covetous, avaricious, greedy, devouring, esurient, grasping, prehensile, avid, grabby",immoderately desirous of acquiring e.g. wealth; (often followed by `for') ardently or excessively desirous; wanting to eat or drink more than one can reasonably consume
Unkind,Petty,"trivial, secondary, lilliputian, little, lower-ranking, piddling, junior-grade, petty larceny, picayune, subaltern, footling, piffling, petit larceny, petty, small-minded, fiddling, niggling, lowly",larceny of property having a value less than some amount (the amount varies by locale); inferior in rank or status; (informal) small and of little importance; contemptibly narrow in outlook
Unkind,Selfish,selfish,concerned chiefly or only with yourself and your advantage to the exclusion of others
Unkind,Smug,"smug, self-satisfied",marked by excessive complacency or self-satisfaction
